date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:23:34	6997/6997	---M-Z	200	added ('OK')	text/html	etag:W/%22bfa9d787dea341d41248bc6731303d2b-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/Queuedskill_(Data_Type)	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/Queuedskill_(Data_Type).html	(from https://forge.isxgames.com/projects/isxeve/wiki/index)
10:23:34	7861/7861	---M-Z	200	added ('OK')	text/html	etag:W/%223d4148868416d7a63e7436fd730bc259-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/Run_(Command)	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/Run_(Command).html	(from https://forge.isxgames.com/projects/isxeve/wiki/index)
10:23:35	17339/17339	---M-Z	200	added ('OK')	text/html	etag:W/%222210c05fd1a6e43426c583950a72fc5b-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/Ship_(Data_Type)	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/Ship_(Data_Type).html	(from https://forge.isxgames.com/projects/isxeve/wiki/index)
10:23:35	8723/8723	---M-Z	200	added ('OK')	text/html	etag:W/%2238daf86a10eedb6656910a9431261cca-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/Skill_(Data_Type)	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/Skill_(Data_Type).html	(from https://forge.isxgames.com/projects/isxeve/wiki/index)
10:23:35	7660/7660	---M-Z	200	added ('OK')	text/html	etag:W/%22a337e19f58b169aa3a73d81315d1d4b3-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/Standing_(Data_Type)	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/Standing_(Data_Type).html	(from https://forge.isxgames.com/projects/isxeve/wiki/index)
10:23:35	9299/9299	---M-Z	200	added ('OK')	text/html	etag:W/%228b47c3e9fc8806cbed9dcbda3570e73b-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/Station_(Data_Type)	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/Station_(Data_Type).html	(from https://forge.isxgames.com/projects/isxeve/wiki/index)
10:23:35	6463/6463	---M-Z	200	added ('OK')	text/html	etag:W/%2258ce19a948785805f59f30b950e14d7b-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/Syntax_Files	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/Syntax_Files.html	(from https://forge.isxgames.com/projects/isxeve/wiki/index)
10:23:36	7186/7186	---M-Z	200	added ('OK')	text/html	etag:W/%22dcbfe8dd0abe5e1882aaf4265e72154c-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/Universe_(Top-Level_Object)	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/Universe_(Top-Level_Object).html	(from https://forge.isxgames.com/projects/isxeve/wiki/index)
10:23:36	7089/7089	---M-Z	200	added ('OK')	text/html	etag:W/%225db986937c97e379355bc431ba746d57-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/Wallet_(Data_Type)	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/Wallet_(Data_Type).html	(from https://forge.isxgames.com/projects/isxeve/wiki/index)
10:23:36	5668/5668	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2016:23:34%20GMT	https://forge.isxgames.com/projects/isxeve/wiki/EVE_OnPilotJoinedChannel(int64_ChannelID_string_PilotName_int64_PilotID_int64_AllianceID)?parent=ISXEVE	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/EVE_OnPilotJoinedChannel(int64_ChannelID_string_PilotName_int64_PilotID_int64_AllianceID)c0b8	(from https://forge.isxgames.com/projects/isxeve/wiki)
10:23:36	5668/5668	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2016:23:34%20GMT	https://forge.isxgames.com/projects/isxeve/wiki/EVE_OnPilotLeftChannel(int64_ChannelID_string_PilotName_int64_PilotID_int64_AllianceID)?parent=ISXEVE	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/EVE_OnPilotLeftChannel(int64_ChannelID_string_PilotName_int64_PilotID_int64_AllianceID)c0b8	(from https://forge.isxgames.com/projects/isxeve/wiki)
10:23:36	5668/5668	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2016:23:34%20GMT	https://forge.isxgames.com/projects/isxeve/wiki/EVE_OnChannelMessage(int64_ChannelID_string_PilotName_int64_PilotID_int64_AllianceID_string_Message)?parent=ISXEVE	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/EVE_OnChannelMessage(int64_ChannelID_string_PilotName_int64_PilotID_int64_AllianceID_string_Message)c0b8	(from https://forge.isxgames.com/projects/isxeve/wiki)
10:23:37	5668/5668	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2016:23:35%20GMT	https://forge.isxgames.com/projects/isxeve/wiki/ISXEVE_onFrame()?parent=ISXEVE	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/ISXEVE_onFrame()c0b8	(from https://forge.isxgames.com/projects/isxeve/wiki)
10:23:38	6505/6505	---M-Z	200	added ('OK')	text/html	etag:W/%220a9bb61377f1382ea433a22e67c37527-gzip%22	https://forge.isxgames.com/projects/isxeve/wiki/ChatChannel_(Data_Type)	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/ChatChannel_(Data_Type)-2.html	(from https://forge.isxgames.com/projects/isxeve/wiki/Chatchannel_(Data_Type))
10:23:38	5668/5668	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Sep%202025%2016:23:35%20GMT	https://forge.isxgames.com/projects/isxeve/wiki/FAQ?parent=EVEBot	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/IsxeveWiki/Isxeve/forge.isxgames.com/projects/isxeve/wiki/FAQ4e20	(from https://forge.isxgames.com/projects/isxeve/wiki/EVEBot)
